sleep_id,start_time,end_time,time_offset,stage
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:23:00.000,2021-11-03 10:28:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:28:00.000,2021-11-03 10:29:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:29:00.000,2021-11-03 10:41:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:41:00.000,2021-11-03 10:44:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:44:00.000,2021-11-03 10:50:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:50:00.000,2021-11-03 10:51:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:51:00.000,2021-11-03 10:52:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:52:00.000,2021-11-03 10:53:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:53:00.000,2021-11-03 10:56:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:56:00.000,2021-11-03 10:57:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 10:57:00.000,2021-11-03 11:02:00.000,UTC-0300,40004
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:02:00.000,2021-11-03 11:05:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:05:00.000,2021-11-03 11:11:00.000,UTC-0300,40004
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:11:00.000,2021-11-03 11:12:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:12:00.000,2021-11-03 11:13:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:13:00.000,2021-11-03 11:18:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:18:00.000,2021-11-03 11:22:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:22:00.000,2021-11-03 11:27:00.000,UTC-0300,40001
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:27:00.000,2021-11-03 11:28:00.000,UTC-0300,40002
aa6edb41-2a73-e3bd-cf6d-5378834fe983,2021-11-03 11:28:00.000,2021-11-03 11:31:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 06:49:00.000,2021-11-04 07:07:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:07:00.000,2021-11-04 07:12:00.000,UTC-0300,40003
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:12:00.000,2021-11-04 07:13:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:13:00.000,2021-11-04 07:16:00.000,UTC-0300,40003
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:16:00.000,2021-11-04 07:17:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:17:00.000,2021-11-04 07:22:00.000,UTC-0300,40003
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:22:00.000,2021-11-04 07:33:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:33:00.000,2021-11-04 07:34:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:34:00.000,2021-11-04 07:37:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:37:00.000,2021-11-04 07:39:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 07:39:00.000,2021-11-04 08:07:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:07:00.000,2021-11-04 08:08:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:08:00.000,2021-11-04 08:19:00.000,UTC-0300,40003
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:19:00.000,2021-11-04 08:37:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:37:00.000,2021-11-04 08:38:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:38:00.000,2021-11-04 08:55:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:55:00.000,2021-11-04 08:56:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 08:56:00.000,2021-11-04 09:03:00.000,UTC-0300,40004
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 09:03:00.000,2021-11-04 10:42:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 10:42:00.000,2021-11-04 10:47:00.000,UTC-0300,40004
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 10:47:00.000,2021-11-04 10:49:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 10:49:00.000,2021-11-04 11:43:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 11:43:00.000,2021-11-04 11:45:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 11:45:00.000,2021-11-04 11:48:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 11:48:00.000,2021-11-04 11:51:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 11:51:00.000,2021-11-04 11:58:00.000,UTC-0300,40004
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 11:58:00.000,2021-11-04 12:04:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 12:04:00.000,2021-11-04 12:18:00.000,UTC-0300,40004
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 12:18:00.000,2021-11-04 12:19:00.000,UTC-0300,40001
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 12:19:00.000,2021-11-04 12:42:00.000,UTC-0300,40002
c393e32d-2ce9-fca1-357d-ba8e32944cb4,2021-11-04 12:42:00.000,2021-11-04 12:45:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 05:58:00.000,2021-11-05 06:03:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 06:03:00.000,2021-11-05 06:18:00.000,UTC-0300,40003
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 06:18:00.000,2021-11-05 06:25:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 06:25:00.000,2021-11-05 06:40:00.000,UTC-0300,40003
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 06:40:00.000,2021-11-05 07:10:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:10:00.000,2021-11-05 07:11:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:11:00.000,2021-11-05 07:12:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:12:00.000,2021-11-05 07:13:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:13:00.000,2021-11-05 07:38:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:38:00.000,2021-11-05 07:39:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:39:00.000,2021-11-05 07:44:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:44:00.000,2021-11-05 07:49:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 07:49:00.000,2021-11-05 08:17:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 08:17:00.000,2021-11-05 08:22:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 08:22:00.000,2021-11-05 08:23:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 08:23:00.000,2021-11-05 08:40:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 08:40:00.000,2021-11-05 09:01:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:01:00.000,2021-11-05 09:02:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:02:00.000,2021-11-05 09:03:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:03:00.000,2021-11-05 09:15:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:15:00.000,2021-11-05 09:16:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:16:00.000,2021-11-05 09:34:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 09:34:00.000,2021-11-05 10:12:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:12:00.000,2021-11-05 10:16:00.000,UTC-0300,40003
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:16:00.000,2021-11-05 10:17:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:17:00.000,2021-11-05 10:25:00.000,UTC-0300,40003
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:25:00.000,2021-11-05 10:32:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:32:00.000,2021-11-05 10:38:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:38:00.000,2021-11-05 10:39:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:39:00.000,2021-11-05 10:42:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:42:00.000,2021-11-05 10:43:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:43:00.000,2021-11-05 10:56:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:56:00.000,2021-11-05 10:57:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 10:57:00.000,2021-11-05 11:05:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:05:00.000,2021-11-05 11:06:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:06:00.000,2021-11-05 11:07:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:07:00.000,2021-11-05 11:08:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:08:00.000,2021-11-05 11:16:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:16:00.000,2021-11-05 11:17:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:17:00.000,2021-11-05 11:44:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:44:00.000,2021-11-05 11:45:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:45:00.000,2021-11-05 11:52:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:52:00.000,2021-11-05 11:58:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:58:00.000,2021-11-05 11:59:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 11:59:00.000,2021-11-05 12:14:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:14:00.000,2021-11-05 12:15:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:15:00.000,2021-11-05 12:19:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:19:00.000,2021-11-05 12:20:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:20:00.000,2021-11-05 12:24:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:24:00.000,2021-11-05 12:30:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:30:00.000,2021-11-05 12:40:00.000,UTC-0300,40004
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:40:00.000,2021-11-05 12:46:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:46:00.000,2021-11-05 12:50:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:50:00.000,2021-11-05 12:51:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:51:00.000,2021-11-05 12:52:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:52:00.000,2021-11-05 12:59:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 12:59:00.000,2021-11-05 13:02:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 13:02:00.000,2021-11-05 13:08:00.000,UTC-0300,40001
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 13:08:00.000,2021-11-05 13:12:00.000,UTC-0300,40002
dfe52f20-3242-c864-4a10-21abc06d09fa,2021-11-05 13:12:00.000,2021-11-05 13:13:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 05:48:00.000,2021-11-06 06:36:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 06:36:00.000,2021-11-06 06:43:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 06:43:00.000,2021-11-06 06:51:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 06:51:00.000,2021-11-06 07:14:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 07:14:00.000,2021-11-06 07:15:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 07:15:00.000,2021-11-06 07:24:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 07:24:00.000,2021-11-06 07:50:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 07:50:00.000,2021-11-06 08:13:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 08:13:00.000,2021-11-06 08:21:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 08:21:00.000,2021-11-06 08:34:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 08:34:00.000,2021-11-06 09:39:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 09:39:00.000,2021-11-06 09:45:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 09:45:00.000,2021-11-06 11:35:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 11:35:00.000,2021-11-06 11:41:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 11:41:00.000,2021-11-06 11:42:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 11:42:00.000,2021-11-06 11:51:00.000,UTC-0300,40004
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 11:51:00.000,2021-11-06 11:52:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 11:52:00.000,2021-11-06 12:08:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:08:00.000,2021-11-06 12:10:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:10:00.000,2021-11-06 12:11:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:11:00.000,2021-11-06 12:12:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:12:00.000,2021-11-06 12:24:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:24:00.000,2021-11-06 12:25:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:25:00.000,2021-11-06 12:33:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:33:00.000,2021-11-06 12:34:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:34:00.000,2021-11-06 12:35:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:35:00.000,2021-11-06 12:37:00.000,UTC-0300,40001
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:37:00.000,2021-11-06 12:41:00.000,UTC-0300,40002
2bd0650c-1de1-8726-dc20-1093887f75c9,2021-11-06 12:41:00.000,2021-11-06 12:47:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:08:00.000,2021-11-07 04:34:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:34:00.000,2021-11-07 04:35:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:35:00.000,2021-11-07 04:38:00.000,UTC-0300,40003
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:38:00.000,2021-11-07 04:43:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:43:00.000,2021-11-07 04:52:00.000,UTC-0300,40004
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:52:00.000,2021-11-07 04:53:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 04:53:00.000,2021-11-07 05:00:00.000,UTC-0300,40004
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:00:00.000,2021-11-07 05:21:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:21:00.000,2021-11-07 05:22:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:22:00.000,2021-11-07 05:32:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:32:00.000,2021-11-07 05:37:00.000,UTC-0300,40003
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:37:00.000,2021-11-07 05:47:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:47:00.000,2021-11-07 05:48:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 05:48:00.000,2021-11-07 06:21:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 06:21:00.000,2021-11-07 06:46:00.000,UTC-0300,40004
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 06:46:00.000,2021-11-07 06:47:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 06:47:00.000,2021-11-07 06:48:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 06:48:00.000,2021-11-07 07:04:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:04:00.000,2021-11-07 07:10:00.000,UTC-0300,40003
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:10:00.000,2021-11-07 07:11:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:11:00.000,2021-11-07 07:14:00.000,UTC-0300,40003
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:14:00.000,2021-11-07 07:22:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:22:00.000,2021-11-07 07:25:00.000,UTC-0300,40003
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 07:25:00.000,2021-11-07 08:27:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:27:00.000,2021-11-07 08:28:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:28:00.000,2021-11-07 08:29:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:29:00.000,2021-11-07 08:40:00.000,UTC-0300,40004
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:40:00.000,2021-11-07 08:41:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:41:00.000,2021-11-07 08:47:00.000,UTC-0300,40004
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:47:00.000,2021-11-07 08:48:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:48:00.000,2021-11-07 08:51:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:51:00.000,2021-11-07 08:53:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:53:00.000,2021-11-07 08:56:00.000,UTC-0300,40002
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:56:00.000,2021-11-07 08:57:00.000,UTC-0300,40001
dca8fb90-5b25-7290-bec6-c89dbbf9dbee,2021-11-07 08:57:00.000,2021-11-07 09:13:00.000,UTC-0300,40004
